event_type,event_cause,description,requires_road_closure,priority,latitude,longitude,address,corridor,zone,police_station,description_missing,Day_of_Week
planned,public_event,"[LOCATION] parameshwari
[PERSON] at [LOCATION] road, magadi
road near hunasemar
(arogya soudha) junction",True,Low,12.98205505,77.56489837,"Vatal Nagaraj Road Underpass, Gopalpura, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560023, India",Non-corridor,Central Zone 2,Magadi Road,False,Sunday
unplanned,construction,Road repair work,False,High,13.0421218,77.5939679,"MBT Road, Amanikere, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",ORR North 1,North Zone 1,Hebbala,False,Sunday
planned,construction,[PERSON] work going on Sir,False,High,13.0984757,77.5969049,"BB Road, Nehru Nagar Extension, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,North Zone 2,Yelahanka,False,Sunday
unplanned,procession,[PERSON] procession,True,High,12.95008982,77.53760297,"Nice Bangalore Mysore Expressway, KIMCO Junction, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",West of Chord Road,West Zone 2,Byatarayanapura,False,Monday
planned,procession,Slow moving vehicles due to white topping,False,High,13.00398224,77.61968747,"Hennur Main Road, St. Thomas Town, Cooke Town, Maruthi Seva Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560084, India",Airport New South Road,North Zone 1,Pulikeshinagar(F.Town),False,Monday
planned,procession,[PERSON] mill to hunasemara junction sir,True,High,12.9740557,77.5662098,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",Magadi Road,Central Zone 2,Magadi Road,False,Tuesday
planned,procession,ಸಂಪಿಗೆ [PERSON] ಅಡ್ಡರಸ್ತೆಯಿಂದ ಸಂಪಿಗೆ ರಸ್ತೆ 18ನೇ ರಸ್ತೆ ವರೆಗೂ ರಸ್ತೆಯನ್ನು ಬಂದ್ಮಾಡಲಾಗಿದೆ ಕಾಡು ಮಲ್ಲೇಶ್ವರ ದೇವಾಲಯದ ಬ್ರಹ್ಮ ರಥೋತ್ಸವ ಬರುತ್ತಿದ್ದು ಮಧ್ಯಾಹ್ನ 3:30 ರಿಂದ ರಾತ್ರಿ 10:00 ವರೆಗೂ ರಸ್ತೆಯನ್ನು ಬಂದ್ ಮಾಡಿ ಯಶವಂತಪುರ ಮಾರ್ಗವಾಗಿ ಚಲಿಸುವ ವಾಹನಗಳಿಗೆ ಬದಲಿ ಮಲ್ಲೇಶ್ವರಂ 90 ರೂಟನ್ನು ಚಲಿಸಲು ಮಾರ್ಗ ನೀಡಲಾಗಿದೆ,True,Low,12.9992699,77.5715185,"8th Cross Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Non-corridor,Central Zone 2,Malleshwaram,False,Tuesday
planned,construction,,True,High,12.9670407,77.588336,"Sri Narsimha Rao Road, Sri Narasimharaja Square, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",Mysore Road,Central Zone 2,Halasuru Gate,True,Tuesday
planned,construction,ನಮಸ್ತೆ ಸರ್ ನಾಗವಾರ ಜಂಕ್ಷನ್ ಟುವಾರ್ಡ್ಸ್ ವೀರಣ್ಣ ಪಾಳ್ಯ ಸರ್ವಿಸ್ ರಸ್ತೆಯಲ್ಲಿ ಬಿಪಿಎಂಪಿ ಕೆಲಸ ನಡೆಯುತ್ತಿದ್ದು ಸಿಮೆಂಟ್ ಪೈಪ್ಗಳನ್ನು ರಸ್ತೆಯಲ್ಲಿ ಕೂಡಿ ಹಾಕಿದ್ದು ಒನ್ ಸೈಡ್ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ಆಗುತ್ತಿರುತ್ತದೆ ಸರ್,False,High,13.0403572,77.623926,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",Hennur Main Road,North Zone 1,Hennuru,False,Wednesday
planned,procession,[PERSON] mill to [LOCATION],True,High,12.9742147,77.5662877,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",Magadi Road,Central Zone 2,Magadi Road,False,Wednesday
planned,procession,[PERSON] mill to [LOCATION],True,High,12.9741263,77.5662671,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",Magadi Road,Central Zone 2,Magadi Road,False,Wednesday
unplanned,protest,A,False,High,12.9558783,77.692525,"HAL Airport Road, Doddanekundi Circle, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Old Airport Road,East Zone 1,HAL Old Airport,False,Thursday
planned,construction,,False,High,13.1909485,77.6460691,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",Bellary Road 2,,Chikkajala,True,Saturday
unplanned,construction,Bagaluru cross service road [LOCATION] work sir,False,High,13.1220978,77.6112107,"Bellary Road, Bagalur Cross Junction, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",Bellary Road 2,North Zone 2,Yelahanka,False,Saturday
planned,procession,ಮಲ್ಲೇಶ್ವರಂ ವೇಣುಗೋಪಾಲಸ್ವಾಮಿ ರಥವು ಸಂಪಿಗೆ ರಸ್ತೆ 11ನೇ ಅಡ್ಡರಸ್ತೆಯಿಂದ ಏಕಮುಖ ಮಾರ್ಗವಾಗಿ ಸಂಪಿಗೆ ರಸ್ತೆ ಆರನೇ ಅಡ್ಡರಸ್ತೆಯಲ್ಲಿ ಬಲತಿರುವ ಪಡೆದು ಮಾರ್ಗೋಸ್ ರಸ್ತೆ 11ನೇ ಅಡ್ಡರಸ್ತೆ ಬರೆದು ಏಕಮುಖವಾಗಿ ಚಲಿಸಿ ದೇವಸ್ಥಾನದ ಒಳಗಡೆ ಪ್ರವೇಶಿಸುತ್ತದೆ ಮಲ್ಲೇಶ್ವರಂ ನಿಂದ ಟುವರ್ಡ್ ಯಶವಂತಪುರ ಒಂದು ಸೈಡ್ ಅನ್ನು ವೆಹಿಕಲ್ ಬಿಡಲಾಗುತ್ತದೆ ಟ್ರಾಫಿಕ್ ಗೆ ಯಾವುದೇ ರೀತಿ ತೊಂದರೆ ಆಗಿರುವುದಿಲ್ಲ,False,Low,13.0018733,77.570975,"11th Cross Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Non-corridor,West Zone 2,Malleshwaram,False,Monday
planned,construction,"White Topping Work from [LOCATION] to [LOCATION], [LOCATION].",True,High,13.03978542,77.62423396,"ನಾಗವಾರ ಮುಖ್ಯ ರಸ್ತೆ, ನಾಗವಾರ, ಹೆಣ್ಣೂರು, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560045, India",Hennur Main Road,North Zone 1,K.G. Halli,False,Tuesday
unplanned,protest,Test Demo,True,High,12.9832349,77.5970194,"Queens Road, Queens Road Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",CBD 2,Central Zone 2,Cubbon Park,False,Tuesday
planned,construction,ಒಳ ಚರಂಡಿ ಕಾಮಗಾರಿ ಮಾಡುತ್ತಿರುತಾರೆ ಸರ್.,False,Low,13.0351175,77.5677308,"Padmasri CK Venkata Ramaiah Road, Block 3, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",Non-corridor,West Zone 2,Sadashivanagar,False,Tuesday
planned,protest,,False,High,12.9666312,77.6094453,"Richmond Road, Mother Teresa Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",Mysore Road,Central Zone 1,Ashok Nagar,True,Wednesday
planned,public_event,"ವರಪ್ರಸಾದ ಆಂಜಿನೇಯ ಸ್ವಾಮಿ ಟೆಂಪಲ್ ಓಪನಿಂಗ್ ಸರ್, ರಾಯನ ರೋಡ್ jn  traffic slow moving sir..",True,Low,12.9688074,77.5679985,"Binny Mill Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",Non-corridor,Central Zone 2,Chamarajpet,False,Thursday
planned,construction,BWSSB work is in progress near [LOCATION] satkar hotel,True,High,13.04176,77.6118519,"Kankanagar Main Road, Lawrence Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",ORR North 1,North Zone 1,K.G. Halli,False,Friday
planned,construction,BBMP white taping road construction processing,False,High,13.0454642,77.5565508,"Sir M Vishveshwarya Circle, Dr GP Rajarathnam Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",ORR North 2,North Zone 1,Jalahalli,False,Saturday
planned,construction,Water tank towards BDA flyover work is in progress vehicle movement became slow,False,High,12.9275533,77.6212967,"1st Cross Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",IRR(Thanisandra road),South Zone 2,Adugodi,False,Saturday
planned,construction,"ನಮಸ್ತೆ ಸರ್ 
ಕೋರಮಂಗಲ ಬಿಡಿಎ ಜಂಕ್ಷನ್ ನಿಂದ ವಾಟರ್ ಟ್ಯಾಂಕ್ ಜಂಕ್ಷನ್ ಕಡೆಗೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ ಪ್ಲೇ ಓವರ್ ಕಾಮಗಾರಿಗಾಗಿ ಮರ ಕಡಿಯುತ್ತಿರುವುದರಿಂದ  ವಾಹನ ಸವಾರರಿಗೆ ಬದಲಿ ಮಾರ್ಗದಲ್ಲಿ ಹೋಗುವಂತೆ ಸೂಚಿಸಿದೆ. ವಾಹನಗಳು ಕಡಿಮೆ ಇರುವುದರಿಂದ ಯಾವುದೇ ಸಂಚಾರ ದಟ್ಟಣೆ  ಇರುವುದಿಲ್ಲ.",True,High,12.9314883,77.62259614,"Domlur Inner Ring Road, BDA Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",IRR(Thanisandra road),South Zone 2,Adugodi,False,Sunday
unplanned,construction,[PERSON] towards sante circle road close due to road work,True,High,13.0979016,77.5982923,"Raithara Santhe Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,North Zone 2,Yelahanka,False,Sunday
planned,procession,Christ University marthon,False,Low,12.936476,77.6064183,"Hosur Road, Bren Optimus, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",Non-corridor,South Zone 2,Mico Layout,False,Sunday
planned,construction,BWSSB WORK (Water pipe leakage work),False,Low,12.9166569,77.6099531,"Outer Ring Road, BTM Circle, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",Non-corridor,South Zone 2,Mico Layout,False,Sunday
planned,construction,[LOCATION] work Ganesh [PERSON] towards [LOCATION] service road [LOCATION],True,High,13.041996,77.6119305,"Kankanagar Main Road, Veeranapalya Village, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",ORR North 1,North Zone 1,K.G. Halli,False,Monday
unplanned,construction,ಸ್ಟಾರ್ಟಿಂಗ್ problem,False,High,12.9742764,77.6106961,"Mahatma Gandhi Road, Mayo Hall Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",Old Madras Road,Central Zone 1,Ashok Nagar,False,Monday
planned,construction,Ganesh [PERSON] towards veerannapalya service road,True,High,13.0419465,77.6119078,"Kankanagar Main Road, Veeranapalya Village, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",ORR North 1,North Zone 1,K.G. Halli,False,Tuesday
planned,construction,BWSSB WORK IS GOINGON NEAR GANESH SATKAR HOTEL TOWARDS ORR,True,High,13.0416414,77.6118399,"Kankanagar Main Road, Lawrence Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",ORR North 1,North Zone 1,K.G. Halli,False,Tuesday
planned,construction,White Topping work at [LOCATION],True,Low,12.97424076,77.57447362,"ಟಾಂಕ್ ಬಂಡ್ ರಸ್ತೆ, ನೆಹರು ನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560009, India",Non-corridor,Central Zone 2,Upparpet,False,Tuesday
planned,construction,Steel Girder replacement work on [LOCATION],True,High,12.93630406,77.5124571,"University Road, Jnana Bharathi, Jnana Bharathi Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560056, India",Mysore Road,West Zone 1,Jnanabharathi,False,Wednesday
unplanned,construction,ಬಿಬಿಎಂಪಿ ರಸ್ತೆ ಕಾಮಗಾರಿ,True,High,12.9635623,77.5767354,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",Mysore Road,Central Zone 2,City Market,False,Wednesday
planned,construction,,False,High,13.0422521,77.6135108,"MBT Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",ORR North 1,North Zone 1,Hebbala,True,Wednesday
planned,construction,White taping work in  progress From LTP road  L and O station  to Shanthala junction,True,Low,12.9743854,77.5747985,"Dharmambudi Kere Road, Upparpet Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Non-corridor,Central Zone 2,Upparpet,False,Wednesday
planned,construction,BWSSB WORK IS GOINGON NEAR Veerannapalya service road towards [LOCATION],False,High,13.042302,77.6120526,"Kankanagar Main Road, Veeranapalya Village, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",ORR North 1,North Zone 1,K.G. Halli,False,Wednesday
planned,construction,"Steel Girder
replacement work on [LOCATION]",True,High,12.93639036,77.5124615,"University Road, Jnana Bharathi, Jnana Bharathi Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560056, India",Mysore Road,West Zone 1,Jnanabharathi,False,Thursday
planned,procession,5K Safe-A-Thon Marthon,True,High,12.97200197,77.59397105,"Siddalingaiah Circle, Kasturba Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",Mysore Road,Central Zone 1,Cubbon Park,False,Friday
planned,construction,NHAI centre median painiting work at jakkuru on flyover towards airport sir,False,High,13.0732666,77.5926118,"Bellary Road, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,North Zone 1,Yelahanka,False,Friday
unplanned,construction,"Sir ನಮಸ್ಕಾರ, ವಾಟರ್ ಟ್ಯಾಂಕ್ ಜಂಕ್ಷನ್ ಲಿ ಫ್ಲೈ ಓವರ್ ಕಾಮಗಾರಿ ಪ್ರಗತಿಯಲ್ಲಿದ್ದು, ಅಯ್ಯಪ್ಪ ಜಂಕ್ಷನ್ ಇಂದ BDA ಜಂಕ್ಷನ್ ಗೆ ಚಲಿಸುವ ಸಂಚಾರವು ನಿಧಾಗತಿಯಲ್ಲಿರುತ್ತದೆ ಸರ್ 🙏",False,High,12.9276664,77.6209852,"1st Cross Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",IRR(Thanisandra road),South Zone 2,Adugodi,False,Friday
planned,construction,[LOCATION] railway bridge work completed and traffic movement normal,False,High,12.9352251,77.5130689,"Mysore Road, Navami Landmark, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",Mysore Road,West Zone 1,Jnanabharathi,False,Friday
unplanned,construction,White tapping road work progress,True,High,13.0460503,77.5560309,"Rajatha Bhavana Road, Dr GP Rajarathnam Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",ORR North 2,North Zone 2,Jalahalli,False,Saturday
planned,construction,BWSSB sanitary work going on so only two wheelers are moving,True,High,12.9058785,77.5919371,"14th Main Road, Multi Ruby Apartment, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",ORR West 1,South Zone 1,J.P. Nagar,False,Saturday
planned,construction,[PERSON] bridge under pass both side [LOCATION] work main rd close sir service rd open sir traffic slow moment [PERSON] sir,True,High,12.9569897,77.7014448,"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Varthur Road,East Zone 1,HAL Old Airport,False,Saturday
planned,construction,,False,High,12.9767292,77.5995506,"Mahatma Gandhi Road, Mahatma Gandhi Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Old Madras Road,Central Zone 1,Cubbon Park,True,Saturday
unplanned,construction,ಬಿಬಿಎಂಪಿ ಅವರು ರೋಡ್ ರಿಪೇರಿ ಮಾಡುತ್ತಿದ್ದರೇ,True,High,12.9505233,77.6055867,"Hosur Road, Gajendra Nagar, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",Hosur Road,Central Zone 1,Ashok Nagar,False,Saturday
unplanned,construction,[LOCATION] working,False,High,12.979503,77.539738,"G Narayana Kumar Road, Raheja Park Apartment, Agrahara Dasarahalli, Bengaluru, Karnataka. Pin-560079 (India)",Magadi Road,West Zone 2,Magadi Road,False,Sunday
planned,procession,Women's Day celebration,True,Low,12.9670116,77.6590653,"Jeevan Bhima Nagar Main Road, KPWD Quarters, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",Non-corridor,Central Zone 1,Jeevanbheemanagar,False,Sunday
planned,construction,White taping road construction processing,False,High,13.0439997,77.5574639,"Kuvempu Underpass, BEL Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",ORR North 2,North Zone 1,Jalahalli,False,Tuesday
planned,construction,NHAI painting work in front of yelahanka coffeeday towards airport sir,False,High,13.0948944,77.597465,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,North Zone 2,Yelahanka,False,Tuesday
unplanned,construction,Devanahalli DB cross near towards City NH44 road work one side congestion,False,Low,13.2571983,77.7128265,"Devanahalli Bypass, Sri Kanakadasa Circle, Devanahalli, Karnataka. Pin-562110 (India)",Non-corridor,,Devanahalli Airport,False,Wednesday
planned,construction,Sanitary work,False,High,12.9055399,77.5856482,"24th Main Road, Sarakki Agrahara, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",ORR West 1,South Zone 1,J.P. Nagar,False,Tuesday
unplanned,construction,BWSSB Work in main road near [LOCATION] signal sir traffic slow moving sir,False,High,12.9252994,77.5500992,"Dr Rajkumar Puniya Bhoomi Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",ORR West 1,West Zone 1,Banashankari,False,Tuesday
planned,construction,BWSSB work progress,False,High,13.0409537,77.6205991,"MBT Road, Chanukya Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",ORR North 1,North Zone 1,Hennuru,False,Thursday
planned,construction,[PERSON],True,Low,13.0146761,77.5727254,"CV Raman Road, Sadashivanagar Junction, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",Non-corridor,West Zone 2,Sadashivanagar,False,Friday
unplanned,construction,[LOCATION] work,False,High,13.0192342,77.6555424,"MBT Road, Peddanna Reddy Layout, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,North Zone 1,Hennuru,False,Saturday
unplanned,construction,Due to metro work,False,High,13.0181117,77.6577133,"MBT Road, Horamavu Junction, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,Central Zone 1,Banaswadi,False,Saturday
unplanned,construction,Due to [LOCATION] work oter ring road closed,False,High,13.01775,77.6591433,"MBT Road, Ajmera Arista, Gopal Reddy Layout, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,Central Zone 1,Banaswadi,False,Saturday
unplanned,construction,Dúe to metro work outer ring road closed,False,High,13.0169017,77.660785,"MBT Road, Vijaya Bank Colony, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,Central Zone 1,Banaswadi,False,Saturday
planned,vip_movement,Market floyover uppar ramp unknown parsan wrong Parking on flyover,False,High,12.9648574,77.574195,"B Srinivasa Lane, Chanda Nagar, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",Mysore Road,Central Zone 2,City Market,False,Saturday
planned,construction,NHAI road cleaning work in front of yelahanka coffeeday towards airport sir.. Vehicle movement is normal sir,False,High,13.0925143,77.5966277,"Bellary Road, RMZ Galleria Residences, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,North Zone 2,Yelahanka,False,Sunday
